"Id","Model","Price","Age_08_04","Mfg_Month","Mfg_Year","KM","Fuel_Type","HP","Met_Color","Color","Automatic","CC","Doors","Cylinders","Gears","Quarterly_Tax","Weight","Mfr_Guarantee","BOVAG_Guarantee","Guarantee_Period","ABS","Airbag_1","Airbag_2","Airco","Automatic_airco","Boardcomputer","CD_Player","Central_Lock","Powered_Windows","Power_Steering","Radio","Mistlamps","Sport_Model","Backseat_Divider","Metallic_Rim","Radio_cassette","Parking_Assistant","Tow_Bar","Price_Per_KM","High_Mileage","HP_Per_Weight","Price_Tier"
284,"TOYOTA Corolla 1.4 LB LINEA TERRA 4/5-Doors",12850,39,6,2001,45713,"Petrol",97,1,"Blue",0,1400,5,4,5,19,1085,0,1,6,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.281101655984075,"Low",0.0894009216589862,"Mid-Range"
285,"TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA AUT4 4/5-Doors",13950,40,5,2001,45600,"Petrol",110,1,"Grey",1,1600,5,4,5,85,1105,0,1,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0.305921052631579,"Low",0.0995475113122172,"Mid-Range"
286,"TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors",11950,41,4,2001,45287,"Petrol",110,1,"Red",0,1600,5,4,5,85,1075,0,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0.263872634530881,"Low",0.102325581395349,"Mid-Range"
287,"TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors",12950,39,6,2001,45081,"Petrol",110,1,"Grey",0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0.287260708502473,"Low",0.102325581395349,"Mid-Range"
288,"TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors",11700,40,5,2001,44830,"Petrol",110,1,"Green",0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0.260985946910551,"Low",0.102325581395349,"Mid-Range"
289,"TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors",9950,37,8,2001,44757,"Petrol",97,0,"Red",0,1400,3,4,5,69,1025,0,1,3,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0.222311593717184,"Low",0.0946341463414634,"Mid-Range"
290,"TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors",11895,44,1,2001,44218,"Petrol",97,1,"Grey",0,1400,5,4,5,85,1060,1,1,3,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0.269008096250396,"Low",0.0915094339622641,"Mid-Range"
291,"TOYOTA Corolla 1.6 16V VVT I WAGON BLUE Stationwagen",12950,43,2,2001,43632,"Petrol",110,1,"Blue",0,1600,5,4,5,85,1075,0,1,3,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0.296800513384672,"Low",0.102325581395349,"Mid-Range"
292,"TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors",12500,36,9,2001,43427,"Petrol",110,1,"Green",0,1600,3,4,5,69,1040,1,1,3,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0.287839362608515,"Low",0.105769230769231,"Mid-Range"
293,"TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors",13875,39,6,2001,43254,"Petrol",110,1,"Red",0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0.320779581079207,"Low",0.102325581395349,"Mid-Range"
294,"TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors",10500,35,10,2001,43000,"Petrol",110,0,"White",0,1600,3,4,5,69,1050,0,1,3,1,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0.244186046511628,"Low",0.104761904761905,"Mid-Range"
295,"TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors",12295,33,12,2001,42823,"Petrol",110,1,"Red",0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0.28711206594587,"Low",0.102325581395349,"Mid-Range"
296,"TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors",13950,42,3,2001,42560,"Petrol",110,1,"Silver",0,1600,5,4,5,85,1080,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0.327772556390977,"Low",0.101851851851852,"Mid-Range"
297,"TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors",10950,38,7,2001,41754,"Petrol",110,0,"Red",0,1600,3,4,5,69,1040,0,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0.262250323322316,"Low",0.105769230769231,"Mid-Range"
298,"TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors",12950,44,1,2001,41499,"CNG",110,1,"Green",0,1600,5,4,5,197,1103,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.312055712185836,"Low",0.099728014505893,"Mid-Range"
299,"TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors",12850,40,5,2001,41339,"Petrol",110,1,"Blue",0,1600,5,4,5,85,1080,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0.310844480998573,"Low",0.101851851851852,"Mid-Range"
300,"TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors",13995,35,10,2001,41000,"Petrol",110,1,"Grey",0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0.341341463414634,"Low",0.102325581395349,"Mid-Range"
301,"TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors",13750,39,6,2001,40000,"Petrol",110,1,"Grey",0,1600,3,4,5,85,1055,0,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0.34375,"Low",0.104265402843602,"Mid-Range"
302,"TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors",12750,37,8,2001,39757,"Petrol",110,1,"Blue",0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0.320698241819051,"Low",0.102325581395349,"Mid-Range"
303,"TOYOTA Corolla 1.6 16V VVT I HATCHB SOL 2/3-Doors",12500,41,4,2001,39659,"Petrol",110,1,"Green",0,1600,3,4,5,69,1045,1,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0.315186968909957,"Low",0.105263157894737,"Mid-Range"
304,"TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors",13950,43,2,2001,39650,"Petrol",110,0,"Blue",0,1600,3,4,5,85,1055,0,1,3,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0.351828499369483,"Low",0.104265402843602,"Mid-Range"
305,"TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors",11500,39,6,2001,39524,"Petrol",97,1,"Grey",0,1398,3,4,5,69,1025,1,1,3,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0.290962453192997,"Low",0.0946341463414634,"Mid-Range"
306,"TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors",13950,44,1,2001,39516,"Petrol",97,1,"Grey",0,1400,5,4,5,85,1060,1,1,3,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0.353021560886729,"Low",0.0915094339622641,"Mid-Range"
307,"TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors",11895,41,4,2001,39439,"Petrol",97,0,"Grey",0,1400,5,4,5,85,1060,1,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0.301605010269023,"Low",0.0915094339622641,"Mid-Range"
308,"TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors",9950,44,1,2001,39000,"Petrol",97,1,"Blue",0,1400,3,4,5,69,1025,0,1,3,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0.255128205128205,"Low",0.0946341463414634,"Mid-Range"
309,"TOYOTA Corolla 1.6 16v VVTi Terra Comfort 2/3-Doors",13500,42,3,2001,38932,"Petrol",110,1,"Green",0,1600,3,4,5,69,1040,0,1,12,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0.346758450631871,"Low",0.105769230769231,"Mid-Range"
310,"TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors",11450,37,8,2001,38812,"Petrol",97,0,"Red",0,1400,3,4,5,69,1025,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0.295011852004535,"Low",0.0946341463414634,"Mid-Range"
311,"TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors",12450,42,3,2001,38665,"Petrol",110,1,"Green",0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0.321996637786111,"Low",0.102325581395349,"Mid-Range"
312,"TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors",12950,40,5,2001,38653,"Petrol",110,1,"Green",0,1600,5,4,5,85,1080,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0.335032209660311,"Low",0.101851851851852,"Mid-Range"
313,"TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors",13995,44,1,2001,38461,"Petrol",110,1,"Grey",0,1600,5,4,5,85,1080,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0.36387509425132,"Low",0.101851851851852,"Mid-Range"
314,"TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors",11750,42,3,2001,38078,"Petrol",97,0,"Grey",0,1400,3,4,5,69,1025,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.308577131151846,"Low",0.0946341463414634,"Mid-Range"
315,"TOYOTA Corolla 1.4 16V VVT I LIFTB LUNA 4/5-Doors",11650,39,6,2001,37782,"Petrol",97,1,"Red",0,1400,5,4,5,85,1060,0,1,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0.308347890529882,"Low",0.0915094339622641,"Mid-Range"
316,"TOYOTA Corolla 1.4 16V VVT I HATCHB SOL 2/3-Doors",9950,43,2,2001,37576,"Petrol",97,0,"Grey",0,1400,3,4,5,69,1030,0,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0.264796678731105,"Low",0.0941747572815534,"Mid-Range"
317,"TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors",13950,41,4,2001,37533,"Petrol",110,1,"Green",0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0.371672927823515,"Low",0.102325581395349,"Mid-Range"
318,"TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors",12950,44,1,2001,37389,"Petrol",110,1,"Black",0,1600,5,4,5,85,1080,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0.346358554655112,"Low",0.101851851851852,"Mid-Range"
319,"TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors",10950,38,7,2001,37320,"Petrol",97,1,"Blue",0,1400,3,4,5,69,1025,0,1,3,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0.293408360128617,"Low",0.0946341463414634,"Mid-Range"
320,"TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors",9900,42,3,2001,37000,"Petrol",97,1,"Green",0,1400,3,4,5,69,1025,1,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0.267567567567568,"Low",0.0946341463414634,"Mid-Range"
321,"TOYOTA Corolla 1.6 SDN LINEA TERRA 4/5-Doors",11950,44,1,2001,37000,"Petrol",110,0,"Green",0,1600,4,4,5,19,1075,0,1,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.322972972972973,"Low",0.102325581395349,"Mid-Range"
322,"TOYOTA Corolla 1.6 16V VVT I HATCHB G6 4/5-Doors",11990,61,5,2001,36566,"Petrol",110,0,"Red",0,1600,5,4,5,85,1090,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0.327900235191161,"Low",0.100917431192661,"Mid-Range"
323,"TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors",10750,36,9,2001,36269,"Petrol",110,1,"Blue",0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0.296396371556977,"Low",0.102325581395349,"Mid-Range"
324,"TOYOTA Corolla 1.6 VVTi Linea terra 4/5-Doors",13950,37,8,2001,36074,"Petrol",110,1,"Silver",1,1600,5,4,5,19,1075,0,1,12,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0.386705106170649,"Low",0.102325581395349,"Mid-Range"
325,"TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors",11250,44,1,2001,36066,"Petrol",110,1,"Black",0,1600,3,4,5,69,1040,1,1,3,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0.311928131758443,"Low",0.105769230769231,"Mid-Range"
326,"TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors",12950,39,6,2001,34599,"Petrol",110,1,"Grey",0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0.374288274227579,"Low",0.102325581395349,"Mid-Range"
327,"TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors",11950,41,4,2001,34000,"Petrol",110,1,"Red",0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0.351470588235294,"Low",0.102325581395349,"Mid-Range"
328,"TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors",10950,42,3,2001,33623,"Petrol",97,1,"Grey",0,1400,3,4,5,69,1025,0,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0.325669928322874,"Low",0.0946341463414634,"Mid-Range"
329,"TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors",12950,33,12,2001,33591,"Petrol",110,1,"Red",0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0.385519930933881,"Low",0.102325581395349,"Mid-Range"
330,"TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors",12950,35,10,2001,33258,"Petrol",110,1,"Grey",0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0.389379998797282,"Low",0.102325581395349,"Mid-Range"
331,"TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors",11695,43,2,2001,33113,"Petrol",110,1,"Red",0,1600,5,4,5,85,1075,1,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0.353184549874672,"Low",0.102325581395349,"Mid-Range"
332,"TOYOTA Corolla 1.6v VVT-i Linea Sol 4/5-Doors",11000,41,4,2001,33000,"Petrol",110,1,"Silver",1,1600,5,4,6,19,1075,0,0,3,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0.333333333333333,"Low",0.102325581395349,"Mid-Range"
333,"TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors",13950,35,10,2001,32941,"Petrol",110,1,"Yellow",0,1600,5,4,5,85,1080,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0.423484411523633,"Low",0.101851851851852,"Mid-Range"
334,"TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors",11950,38,7,2001,32781,"Petrol",110,0,"Blue",0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0.364540435008084,"Low",0.102325581395349,"Mid-Range"
335,"TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors",11750,40,5,2001,32532,"Petrol",110,1,"Black",0,1600,3,4,5,69,1040,1,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0.361182835362105,"Low",0.105769230769231,"Mid-Range"
336,"TOYOTA Corolla 1.4 16V VVT I LIFTB LUNA 4/5-Doors",12400,34,11,2001,32431,"Petrol",97,1,"Silver",0,1400,5,4,5,85,1060,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0.382350220468071,"Low",0.0915094339622641,"Mid-Range"
337,"TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors",12500,35,10,2001,32000,"Petrol",110,0,"Black",0,1600,3,4,5,69,1040,0,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0.390625,"Low",0.105769230769231,"Mid-Range"
339,"TOYOTA Corolla 1.6I LIFTBACK 4/5-Doors",12900,33,12,2001,31000,"Petrol",110,1,"Silver",0,1600,5,4,5,19,1075,0,1,6,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0.416129032258065,"Low",0.102325581395349,"Mid-Range"
340,"TOYOTA Corolla 1.6 16V VVT I HATCHB SOL 2/3-Doors",12200,41,4,2001,30989,"Petrol",110,0,"Green",0,1600,3,4,5,69,1045,0,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0.393688082868115,"Low",0.105263157894737,"Mid-Range"
341,"TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors",12750,43,2,2001,30742,"Petrol",110,1,"Silver",0,1600,3,4,5,69,1040,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0.41474204671134,"Low",0.105769230769231,"Mid-Range"
342,"TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors",11950,42,3,2001,30190,"Petrol",110,1,"Red",0,1600,5,4,5,85,1075,1,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.395826432593574,"Low",0.102325581395349,"Mid-Range"
343,"TOYOTA Corolla Liftback 1.6 VVTI 4/5-Doors",11900,41,4,2001,29716,"Petrol",116,1,"Grey",0,1600,5,4,5,85,1075,0,1,3,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0.40045766590389,"Low",0.107906976744186,"Mid-Range"
344,"TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA AUT4 2/3-Doors",11950,44,1,2001,29716,"Petrol",110,1,"Silver",1,1600,3,4,5,85,1070,1,1,3,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0.40214026113878,"Low",0.102803738317757,"Mid-Range"
345,"TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors",14950,42,3,2001,29640,"Petrol",110,0,"Red",0,1600,3,4,5,85,1055,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0.504385964912281,"Low",0.104265402843602,"Mid-Range"
346,"TOYOTA Corolla 1.4 16V VVT I LIFTB LUNA 4/5-Doors",11950,41,4,2001,29056,"Petrol",97,1,"Grey",0,1400,5,4,5,85,1060,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0.411274779735683,"Low",0.0915094339622641,"Mid-Range"
347,"TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors",12950,33,12,2001,28715,"Petrol",110,1,"Grey",0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0.450983806372976,"Low",0.102325581395349,"Mid-Range"
348,"TOYOTA Corolla 1.6 16V VVT I HATCHB G6 4/5-Doors",14950,41,4,2001,28571,"Petrol",110,0,"Red",0,1600,5,4,5,85,1090,1,1,3,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0.523257848867733,"Low",0.100917431192661,"Mid-Range"
349,"TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors",13450,40,5,2001,28362,"Petrol",110,1,"Blue",0,1600,3,4,5,69,1040,0,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0.474226077145476,"Low",0.105769230769231,"Mid-Range"
350,"TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors",13750,38,7,2001,28150,"Petrol",110,1,"Red",0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0.488454706927176,"Low",0.102325581395349,"Mid-Range"
351,"TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors",12950,43,2,2001,27301,"Petrol",110,1,"Grey",0,1600,3,4,5,69,1040,1,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0.47434159920882,"Low",0.105769230769231,"Mid-Range"
352,"TOYOTA Corolla 1.6 Terra LB Comf. 4/5-Doors",12750,33,12,2001,27240,"Petrol",110,1,"Blue",0,1600,5,4,5,85,1075,0,0,12,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0.468061674008811,"Low",0.102325581395349,"Mid-Range"
353,"TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors",11895,39,6,2001,27170,"Petrol",97,1,"Yellow",0,1400,5,4,5,85,1060,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0.437799043062201,"Low",0.0915094339622641,"Mid-Range"
354,"TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors",9950,42,3,2001,27141,"Petrol",97,1,"Green",0,1400,5,4,5,85,1060,1,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0.366604030802108,"Low",0.0915094339622641,"Mid-Range"
355,"TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors",12450,38,7,2001,26262,"Petrol",110,1,"Grey",0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0.474068997029929,"Low",0.102325581395349,"Mid-Range"
356,"TOYOTA Corolla 1.4 16V VVT I LIFTB LUNA 4/5-Doors",12500,38,7,2001,26000,"Petrol",97,1,"Grey",0,1400,5,4,5,85,1060,1,1,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0.480769230769231,"Low",0.0915094339622641,"Mid-Range"
357,"TOYOTA Corolla 1.6 16V VVT I HATCHB SOL 2/3-Doors",14950,43,2,2001,25228,"Petrol",110,1,"Blue",0,1600,3,4,5,69,1045,1,1,3,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0.592595528777549,"Low",0.105263157894737,"Mid-Range"
358,"TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors",13750,61,6,2001,25062,"Petrol",110,1,"Green",0,1600,5,4,5,85,1080,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0.548639374351608,"Low",0.101851851851852,"Mid-Range"
359,"TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA AUT4 4/5-Doors",12695,39,6,2001,24723,"Petrol",110,1,"Green",1,1600,4,4,5,85,1060,1,1,3,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0.513489463252842,"Low",0.10377358490566,"Mid-Range"
360,"TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors",14990,33,12,2001,24650,"Petrol",110,1,"Black",0,1600,3,4,5,85,1055,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0.608113590263692,"Low",0.104265402843602,"Mid-Range"
361,"TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors",12750,43,2,2001,24553,"Petrol",110,1,"Green",0,1600,5,4,5,85,1080,1,1,3,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0.519284812446544,"Low",0.101851851851852,"Mid-Range"
362,"TOYOTA Corolla 1.6 VVTi Terra Comfort 4/5-Doors",14350,41,4,2001,24475,"Petrol",110,1,"Red",0,1600,5,4,5,69,1030,0,1,12,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.586312563840654,"Low",0.106796116504854,"Mid-Range"
363,"TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors",12950,39,6,2001,24444,"Petrol",110,1,"Blue",0,1600,3,4,5,69,1040,1,1,3,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0.529782359679267,"Low",0.105769230769231,"Mid-Range"
364,"TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors",11500,35,10,2001,24011,"Petrol",97,0,"Grey",0,1400,3,4,5,69,1025,1,1,3,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.478947149223273,"Low",0.0946341463414634,"Mid-Range"
365,"TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors",11950,41,4,2001,24000,"Petrol",97,1,"Grey",0,1400,3,4,5,69,1025,0,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0.497916666666667,"Low",0.0946341463414634,"Mid-Range"
366,"TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors",13450,40,5,2001,23616,"Petrol",110,1,"Green",0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0.569529132791328,"Low",0.102325581395349,"Mid-Range"
367,"TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors",12900,38,7,2001,22865,"Petrol",110,1,"Silver",0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0.564181062759676,"Low",0.102325581395349,"Mid-Range"
368,"TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors",10500,41,4,2001,22780,"Petrol",86,1,"Green",0,1300,5,4,5,69,1035,1,1,3,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0.460930640913082,"Low",0.0830917874396135,"Mid-Range"
369,"TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors",10950,35,10,2001,21904,"Petrol",97,0,"Blue",0,1400,3,4,5,69,1025,0,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0.49990869247626,"Low",0.0946341463414634,"Mid-Range"
370,"TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors",11950,41,4,2001,21651,"Petrol",97,0,"Green",0,1400,3,4,5,69,1025,1,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0.551937554847351,"Low",0.0946341463414634,"Mid-Range"
371,"TOYOTA Corolla 1.6 VVTI Linea Terra Comfort 4/5-Doors",11450,37,8,2001,21500,"Petrol",110,1,"Red",0,1600,5,4,5,69,1030,1,0,12,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0.532558139534884,"Low",0.106796116504854,"Mid-Range"
